2025-03-10 17:16:34,686 - WARNING - {"ip": "127.0.0.1", "timestamp": "2025-03-10T17:16:34.686324", "user": "anonymous", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://operator-netscape-identical-entertaining.trycloudflare.com/login", "location": "error: The address 127.0.0.1 is not in the database.", "event_type": "login_attempt", "details": {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-10T17:16:34.686287"}}
2025-03-10 17:16:35,024 - WARNING - {"ip": "127.0.0.1", "timestamp": "2025-03-10T17:16:35.024528", "user": "anonymous", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://operator-netscape-identical-entertaining.trycloudflare.com/login", "location": "error: The address 127.0.0.1 is not in the database.", "event_type": "login_success", "details": {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}}
2025-03-10 17:24:13,303 - WARNING - {"ip": "127.0.0.1", "timestamp": "2025-03-10T17:24:13.303417", "user": "admin", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://operator-netscape-identical-entertaining.trycloudflare.com/login", "location": "error: The address 127.0.0.1 is not in the database.", "event_type": "login_attempt", "details": {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-10T17:24:13.303382"}}
2025-03-10 17:24:13,990 - WARNING - {"ip": "127.0.0.1", "timestamp": "2025-03-10T17:24:13.990621", "user": "admin", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://operator-netscape-identical-entertaining.trycloudflare.com/login", "location": "error: The address 127.0.0.1 is not in the database.", "event_type": "login_success", "details": {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}}
2025-03-10 17:26:30,198 - WARNING - {"ip": "192.168.8.192", "timestamp": "2025-03-10T17:26:30.198072", "user": "anonymous", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://rebate-apollo-ruth-proof.trycloudflare.com/login", "location": "error: The address 192.168.8.192 is not in the database.", "event_type": "login_attempt", "details": {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-10T17:26:30.198034"}}
2025-03-10 17:26:30,500 - WARNING - {"ip": "192.168.8.192", "timestamp": "2025-03-10T17:26:30.500366", "user": "anonymous", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://rebate-apollo-ruth-proof.trycloudflare.com/login", "location": "error: The address 192.168.8.192 is not in the database.", "event_type": "login_success", "details": {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}}
2025-03-10 17:40:25,104 - WARNING - EVENT: login_attempt | IP: 2402:4000:2390:816b:9452:793c:996c:174a | Country: LK | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 133.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-10T17:40:25.104556"}
2025-03-10 17:40:25,469 - WARNING - EVENT: login_success | IP: 2402:4000:2390:816b:9452:793c:996c:174a | Country: LK | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 133.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-16 19:57:05,173 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-16 20:10:11,702 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-16T20:10:11.702443"}
2025-03-16 20:10:12,648 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-16 20:59:53,104 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-16T20:59:53.104422"}
2025-03-16 20:59:54,602 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-16 21:12:24,795 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-16T21:12:24.795083"}
2025-03-16 21:12:25,344 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-16 21:15:54,532 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-16T21:15:54.532358"}
2025-03-16 21:15:55,081 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-16 21:27:14,250 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-16T21:27:14.249645"}
2025-03-16 21:27:14,887 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-16 22:10:15,515 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-16T22:10:15.515591"}
2025-03-16 22:10:15,851 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-16 22:20:21,227 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-16T22:20:21.227254"}
2025-03-16 22:20:21,488 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 01:24:47,841 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T01:24:47.841522"}
2025-03-17 01:24:48,186 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 01:31:43,941 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T01:31:43.941506"}
2025-03-17 01:31:44,532 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 01:46:56,441 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T01:46:56.434271"}
2025-03-17 01:46:57,022 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 01:49:22,763 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T01:49:22.763482"}
2025-03-17 01:49:23,070 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 02:16:41,312 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T02:16:41.312546"}
2025-03-17 02:16:41,601 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 02:26:40,456 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T02:26:40.456735"}
2025-03-17 02:26:40,771 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 02:49:57,672 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T02:49:57.672692"}
2025-03-17 02:49:57,972 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 02:50:35,887 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T02:50:35.887475"}
2025-03-17 02:50:36,192 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 14:56:04,735 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T14:56:04.735654"}
2025-03-17 14:56:06,153 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 15:14:02,573 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T15:14:02.573565"}
2025-03-17 15:14:02,950 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 15:16:20,714 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T15:16:20.714306"}
2025-03-17 15:16:20,995 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 15:35:39,829 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T15:35:39.829750"}
2025-03-17 15:35:40,264 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 15:52:41,857 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-17T15:52:41.857459"}
2025-03-17 15:52:43,126 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 15:53:34,118 - WARNING - EVENT: file_deletion | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (AA) | POST /delete_file/8af31dd3-db6f-4601-ae24-149147621f4f.enc | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"filename": "asdasda2025-03-17 134510.png", "department": "AA", "user": "admin", "secure_wipe": false}
2025-03-17 15:53:41,739 - WARNING - EVENT: file_secure_deletion | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (AA) | POST /erase_file/2bf77971-99b8-4d4a-ab76-5a6b0003961b.enc | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"filename": "Screenshot 2025-03-17 024251.png", "department": "AA", "user": "admin", "method": "Gutmann (35 passes)"}
2025-03-17 16:11:56,859 - WARNING - EVENT: login_attempt | IP: 175.157.210.147 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.8741,79.8572 | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome Mobile 134.0.0 | OS: Android 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-17T16:11:56.859450"}
2025-03-17 16:11:57,220 - WARNING - EVENT: login_success | IP: 175.157.210.147 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.8741,79.8572 | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome Mobile 134.0.0 | OS: Android 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 16:12:38,425 - WARNING - EVENT: login_attempt | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-17T16:12:38.424846"}
2025-03-17 16:12:38,921 - WARNING - EVENT: login_success | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 16:16:47,991 - WARNING - EVENT: login_attempt | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "Yvez", "ip": "192.168.8.192", "timestamp": "2025-03-17T16:16:47.991027"}
2025-03-17 16:16:50,501 - WARNING - EVENT: login_failed | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "Yvez", "reason": "Invalid password", "ip": "192.168.8.192"}
2025-03-17 16:17:00,601 - WARNING - EVENT: login_attempt | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "Yvez", "ip": "192.168.8.192", "timestamp": "2025-03-17T16:17:00.601037"}
2025-03-17 16:17:01,085 - WARNING - EVENT: login_success | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "Yvez", "user_id": 5, "name": "Navindra", "is_admin": false}
2025-03-17 16:18:51,177 - WARNING - EVENT: login_attempt | IP: 175.157.210.147 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.8741,79.8572 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome Mobile 134.0.0 | OS: Android 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-17T16:18:51.177296"}
2025-03-17 16:18:51,415 - WARNING - EVENT: login_success | IP: 175.157.210.147 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.8741,79.8572 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome Mobile 134.0.0 | OS: Android 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 16:20:30,162 - WARNING - EVENT: login_attempt | IP: 112.134.219.49 | Location: Dehiwala, Sri Lanka (Colombo District) | Coords: 6.8505,79.8603 | ISP: unknown | User: anonymous (none) | POST /login | Browser: Edge 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-17T16:20:30.161813"}
2025-03-17 16:20:30,415 - WARNING - EVENT: login_success | IP: 112.134.219.49 | Location: Dehiwala, Sri Lanka (Colombo District) | Coords: 6.8505,79.8603 | ISP: unknown | User: anonymous (none) | POST /login | Browser: Edge 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 16:21:55,165 - WARNING - EVENT: file_deletion | IP: 112.134.219.49 | Location: Dehiwala, Sri Lanka (Colombo District) | Coords: 6.8505,79.8603 | ISP: unknown | User: admin (IT) | POST /delete_file/b026c510-221d-4ad6-9885-3b7ffbece18a.enc | Browser: Edge 134.0.0 | OS: Windows 10 | Details: {"filename": "hi Shashi aiya.png", "department": "IT", "user": "admin", "secure_wipe": false}
2025-03-17 16:22:02,784 - WARNING - EVENT: file_deletion | IP: 112.134.219.49 | Location: Dehiwala, Sri Lanka (Colombo District) | Coords: 6.8505,79.8603 | ISP: unknown | User: admin (IT) | POST /delete_file/036b2d6c-2480-40e3-a164-559d971da1c9.enc | Browser: Edge 134.0.0 | OS: Windows 10 | Details: {"filename": "IMG-20240920-WA0000.jpg", "department": "IT", "user": "admin", "secure_wipe": false}
2025-03-17 16:26:11,628 - WARNING - EVENT: login_attempt | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: Yvez (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-17T16:26:11.628438"}
2025-03-17 16:26:11,975 - WARNING - EVENT: login_success | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: Yvez (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 16:35:33,933 - WARNING - EVENT: login_attempt | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-17T16:35:33.927705"}
2025-03-17 16:35:34,307 - WARNING - EVENT: login_success | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-17 16:35:59,491 - WARNING - EVENT: login_attempt | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "Yvez", "ip": "192.168.8.192", "timestamp": "2025-03-17T16:35:59.491725"}
2025-03-17 16:35:59,840 - WARNING - EVENT: login_failed | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "Yvez", "reason": "Invalid password", "ip": "192.168.8.192"}
2025-03-17 16:36:04,004 - WARNING - EVENT: login_attempt | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "Yvez", "ip": "192.168.8.192", "timestamp": "2025-03-17T16:36:04.004713"}
2025-03-17 16:36:04,319 - WARNING - EVENT: login_failed | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "Yvez", "reason": "Invalid password", "ip": "192.168.8.192"}
2025-03-17 16:36:09,352 - WARNING - EVENT: login_attempt | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "Yvez", "ip": "192.168.8.192", "timestamp": "2025-03-17T16:36:09.352743"}
2025-03-17 16:36:09,667 - WARNING - EVENT: login_success | IP: 2402:4000:2300:62f7:a452:ec48:701d:9d62 | Location: Colombo, Sri Lanka (Colombo District) | Coords: 6.9318,79.8863 | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "Yvez", "user_id": 5, "name": "Navindra", "is_admin": false}
2025-03-19 12:52:06,353 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-19T12:52:06.353306"}
